EMPLOYEE_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE_NUMBER,HIRE_DATE,JOB_ID,SALARY,COMMISSION_PCT,MANAGER_ID_x,DEPARTMENT_ID,DEPARTMENT_NAME,MANAGER_ID_y
149,Eleni,Zlotkey,EZLOTKEY,011.44.1344.429018,22/08/2014,SA_MAN,10500,0.2,100.0,80.0,Sales,145.0
150,Peter,Tucker,PTUCKER,011.44.1344.129268,5/08/2015,SA_REP,10000,0.3,145.0,80.0,Sales,145.0
151,David,Bernstein,DBERNSTE,011.44.1344.345268,23/11/2018,SA_REP,9500,0.25,145.0,80.0,Sales,145.0
152,Peter,Hall,PHALL,011.44.1344.478968,15/12/2019,SA_REP,9000,0.25,145.0,80.0,Sales,145.0
153,Christopher,Olsen,COLSEN,011.44.1344.498718,1/01/2017,SA_REP,8000,0.2,145.0,80.0,Sales,145.0
154,Nanette,Cambrault,NCAMBRAU,011.44.1344.987668,13/02/2016,SA_REP,7500,0.2,145.0,80.0,Sales,145.0
155,Oliver,Tuvault,OTUVAULT,011.44.1344.486508,4/12/2017,SA_REP,7000,0.15,145.0,80.0,Sales,145.0
156,Janette,King,JKING,011.44.1345.429268,23/03/2020,SA_REP,10000,0.35,146.0,80.0,Sales,145.0
157,Patrick,Sully,PSULLY,011.44.1345.929268,24/12/2018,SA_REP,9500,0.35,146.0,80.0,Sales,145.0
158,Allan,McEwen,AMCEWEN,011.44.1345.829268,30/04/2014,SA_REP,9000,0.35,146.0,80.0,Sales,145.0
159,Lindsey,Smith,LSMITH,011.44.1345.729268,8/09/2021,SA_REP,8000,0.3,146.0,80.0,Sales,145.0
160,Louise,Doran,LDORAN,011.44.1345.629268,15/09/2015,SA_REP,7500,0.3,146.0,80.0,Sales,145.0
161,Sarath,Sewall,SSEWALL,011.44.1345.529268,23/04/2019,SA_REP,7000,0.25,146.0,80.0,Sales,145.0
162,Clara,Vishney,CVISHNEY,011.44.1346.129268,19/04/2020,SA_REP,10500,0.25,147.0,80.0,Sales,145.0
163,Danielle,Greene,DGREENE,011.44.1346.229268,12/08/2017,SA_REP,9500,0.15,147.0,80.0,Sales,145.0
164,Mattea,Marvins,MMARVINS,011.44.1346.329268,15/08/2020,SA_REP,7200,0.1,147.0,80.0,Sales,145.0
165,David,Lee,DLEE,011.44.1346.529268,5/11/2021,SA_REP,6800,0.1,147.0,80.0,Sales,145.0
166,Sundar,Ande,SANDE,011.44.1346.629268,5/12/2014,SA_REP,6400,0.1,147.0,80.0,Sales,145.0
167,Amit,Banda,ABANDA,011.44.1346.729268,11/09/2019,SA_REP,6200,0.1,147.0,80.0,Sales,145.0
168,Lisa,Ozer,LOZER,011.44.1343.929268,1/12/2018,SA_REP,11500,0.25,148.0,80.0,Sales,145.0
169,Harrison,Bloom,HBLOOM,011.44.1343.829268,10/11/2015,SA_REP,10000,0.2,148.0,80.0,Sales,145.0
170,Tayler,Fox,TFOX,011.44.1343.729268,10/04/2015,SA_REP,9600,0.2,148.0,80.0,Sales,145.0
171,William,Smith,WSMITH,011.44.1343.629268,22/04/2013,SA_REP,7400,0.15,148.0,80.0,Sales,145.0
172,Elizabeth,Bates,EBATES,011.44.1343.529268,20/11/2014,SA_REP,7300,0.15,148.0,80.0,Sales,145.0
173,Sundita,Kumar,SKUMAR,011.44.1343.329268,13/07/2019,SA_REP,6100,0.1,148.0,80.0,Sales,145.0
175,Alyssa,Hutton,AHUTTON,011.44.1644.429266,25/02/2018,SA_REP,8800,0.25,149.0,80.0,Sales,145.0
176,Jonathon,Taylor,JTAYLOR,011.44.1644.429265,31/03/2015,SA_REP,8600,0.2,149.0,80.0,Sales,145.0
177,Jack,Livingston,JLIVINGS,011.44.1644.429264,20/06/2018,SA_REP,8400,0.2,149.0,80.0,Sales,145.0
179,Charles,Johnson,CJOHNSON,011.44.1644.429262,1/01/2013,SA_REP,6200,0.1,149.0,80.0,Sales,145.0
200,Jennifer,Whalen,JWHALEN,5.151.234.444,11/08/2012,AD_ASST,4400,,101.0,10.0,Administration,200.0
201,Michael,Hartstein,MHARTSTE,5.151.235.555,8/06/2017,MK_MAN,13000,,100.0,20.0,Marketing,201.0
202,Pat,Fay,PFAY,6.031.236.666,17/11/2017,MK_REP,6000,,201.0,20.0,Marketing,201.0
203,Susan,Mavris,SMAVRIS,5.151.237.777,3/05/2021,HR_REP,6500,,101.0,40.0,Human Resources,203.0
204,Hermann,Baer,HBAER,5.151.238.888,5/08/2018,PR_REP,10000,,101.0,70.0,Public Relations,204.0
205,Shelley,Higgins,SHIGGINS,5.151.238.080,6/10/2014,AC_MGR,12000,,101.0,110.0,Accounting,205.0
206,William,Gietz,WGIETZ,5.151.238.181,12/07/2012,AC_ACCOUNT,8300,,205.0,110.0,Accounting,205.0
